Order id,Product,Quantity Ordered,Cost Price,Selling Price,Order Date,Location
176582,Bose SoundSport Headphones,1,93.45,99.99,2019-04-27 12:20:00,Delhi
176583,AAA Batteries (4-pack),2,2.82,2.99,2019-04-20 12:00:00,Mumbai
176584,Flatscreen TV,1,277.78,300.0,2019-04-24 20:39:00,Mumbai
176585,Bose SoundSport Headphones,1,98.03,99.99,2019-04-07 11:31:00,Chennai
176585,Bose SoundSport Headphones,1,94.33,99.99,2019-04-07 11:31:00,Mumbai
176586,AAA Batteries (4-pack),2,2.85,2.99,2019-04-10 17:00:00,Nashik
176586,Google Phone,1,594.06,600.0,2019-04-10 17:00:00,Delhi
176587,27in FHD Monitor,1,145.62,149.99,2019-04-29 19:38:00,Pune
176588,20in Monitor,1,101.84,109.99,2019-04-02 04:00:00,Nashik
176589,Lightning Charging Cable,1,14.51,14.95,2019-04-04 12:23:00,Chennai
176590,Google Phone,1,550.46,600.0,2019-04-11 11:46:00,Delhi
176591,Apple Airpods Headphones,1,142.86,150.0,2019-04-21 07:21:00,Pune
176592,USB-C Charging Cable,1,10.96,11.95,2019-04-27 13:04:00,Pune
176593,Lightning Charging Cable,2,13.59,14.95,2019-04-15 13:45:00,Chennai
176594,Wired Headphones,1,10.9,11.99,2019-04-17 23:04:00,Delhi
176595,Wired Headphones,3,11.87,11.99,2019-04-02 09:11:00,Pune
176596,Apple Airpods Headphones,1,136.36,150.0,2019-04-27 20:11:00,Nashik
176597,USB-C Charging Cable,1,10.96,11.95,2019-04-19 13:39:00,Delhi
176598,AAA Batteries (4-pack),2,2.79,2.99,2019-04-21 20:33:00,Pune
176599,Lightning Charging Cable,1,14.66,14.95,2019-04-11 15:25:00,Nashik
176600,27in 4K Gaming Monitor,1,378.63,389.99,2019-04-30 15:54:00,Delhi
176601,USB-C Charging Cable,1,11.06,11.95,2019-04-02 22:32:00,Chennai
176602,Lightning Charging Cable,1,13.59,14.95,2019-04-30 09:39:00,Pune
176603,USB-C Charging Cable,1,11.6,11.95,2019-04-01 07:46:00,Chennai
176604,USB-C Charging Cable,1,10.86,11.95,2019-04-02 10:57:00,Delhi
176605,USB-C Charging Cable,1,11.49,11.95,2019-04-15 16:29:00,Pune
176606,LG Dryer,1,560.75,600.0,2019-04-21 14:16:00,Nashik
176607,AAA Batteries (4-pack),2,2.82,2.99,2019-04-18 12:11:00,Delhi
176608,iPhone,1,679.61,700.0,2019-04-11 12:01:00,Delhi
176609,Apple Airpods Headphones,1,147.06,150.0,2019-04-11 16:59:00,Delhi
176610,AAA Batteries (4-pack),1,2.96,2.99,2019-04-26 00:40:00,Chennai
176611,Bose SoundSport Headphones,1,94.33,99.99,2019-04-30 13:16:00,Chennai
176612,Apple Airpods Headphones,1,136.36,150.0,2019-04-04 19:48:00,Delhi
176613,USB-C Charging Cable,2,11.49,11.95,2019-04-26 18:58:00,Mumbai
176614,AA Batteries (4-pack),1,3.52,3.84,2019-04-07 21:01:00,Mumbai
176615,Lightning Charging Cable,1,14.1,14.95,2019-04-30 10:35:00,Chennai
176616,USB-C Charging Cable,1,11.17,11.95,2019-04-05 20:40:00,Mumbai
176617,Apple Airpods Headphones,1,142.86,150.0,2019-04-25 08:03:00,Pune
176618,Lightning Charging Cable,2,14.24,14.95,2019-04-18 21:44:00,Mumbai
176619,Flatscreen TV,1,288.46,300.0,2019-04-16 18:37:00,Delhi
176620,USB-C Charging Cable,1,11.83,11.95,2019-04-17 10:39:00,Mumbai
176621,Lightning Charging Cable,1,14.51,14.95,2019-04-11 16:09:00,Chennai
176622,AA Batteries (4-pack),1,3.73,3.84,2019-04-11 20:16:00,Pune
176623,27in FHD Monitor,1,142.85,149.99,2019-04-20 23:51:00,Nashik
176624,AA Batteries (4-pack),1,3.76,3.84,2019-04-28 10:44:00,Mumbai
176625,AAA Batteries (4-pack),2,2.79,2.99,2019-04-24 19:00:00,Delhi
176626,Bose SoundSport Headphones,1,95.23,99.99,2019-04-01 21:40:00,Chennai
176627,Wired Headphones,1,11.0,11.99,2019-04-21 14:57:00,Mumbai
176628,Lightning Charging Cable,2,13.72,14.95,2019-04-15 04:03:00,Mumbai
176629,USB-C Charging Cable,1,11.38,11.95,2019-04-24 11:56:00,Nashik
176630,Google Phone,1,566.04,600.0,2019-04-10 05:01:00,Mumbai
176631,USB-C Charging Cable,1,10.96,11.95,2019-04-13 18:48:00,Pune
176632,AAA Batteries (4-pack),1,2.9,2.99,2019-04-14 14:28:00,Pune
176633,ThinkPad Laptop,1,961.53,999.99,2019-04-23 14:03:00,Delhi
176634,Lightning Charging Cable,1,14.24,14.95,2019-04-10 08:00:00,Chennai
176635,Vareebadd Phone,1,396.04,400.0,2019-04-26 09:55:00,Chennai
176636,AA Batteries (4-pack),1,3.62,3.84,2019-04-30 20:37:00,Delhi
176637,AAA Batteries (4-pack),1,2.74,2.99,2019-04-17 10:03:00,Delhi
176638,USB-C Charging Cable,1,11.49,11.95,2019-04-20 08:33:00,Mumbai
176639,Macbook Pro Laptop,1,1603.77,1700.0,2019-04-28 16:14:00,Delhi
176640,Wired Headphones,2,11.0,11.99,2019-04-27 22:54:00,Mumbai
176641,Lightning Charging Cable,1,14.66,14.95,2019-04-25 21:36:00,Chennai
176642,AA Batteries (4-pack),1,3.73,3.84,2019-04-17 18:38:00,Mumbai
176643,Macbook Pro Laptop,1,1603.77,1700.0,2019-04-27 21:32:00,Pune
176644,USB-C Charging Cable,1,11.38,11.95,2019-04-23 02:09:00,Nashik
176645,AAA Batteries (4-pack),3,2.74,2.99,2019-04-26 18:38:00,Chennai
176646,Macbook Pro Laptop,1,1559.63,1700.0,2019-04-22 07:14:00,Chennai
176647,Google Phone,1,566.04,600.0,2019-04-21 19:40:00,Mumbai
176648,27in FHD Monitor,1,142.85,149.99,2019-04-24 01:17:00,Mumbai
176649,USB-C Charging Cable,1,10.86,11.95,2019-04-09 08:49:00,Chennai
176650,Lightning Charging Cable,1,14.66,14.95,2019-04-12 16:47:00,Delhi
176651,iPhone,1,636.36,700.0,2019-04-07 13:14:00,Pune
176652,LG Washing Machine,1,560.75,600.0,2019-04-09 20:04:00,Chennai
176653,AA Batteries (4-pack),1,3.8,3.84,2019-04-26 19:20:00,Chennai
176654,USB-C Charging Cable,1,10.96,11.95,2019-04-15 19:35:00,Delhi
176655,Apple Airpods Headphones,1,145.63,150.0,2019-04-11 19:36:00,Chennai
176656,Google Phone,1,594.06,600.0,2019-04-12 16:42:00,Nashik
176657,ThinkPad Laptop,1,961.53,999.99,2019-04-23 10:16:00,Nashik
176658,AAA Batteries (4-pack),2,2.79,2.99,2019-04-22 08:51:00,Pune
176659,20in Monitor,1,108.9,109.99,2019-04-29 14:40:00,Nashik
176660,AA Batteries (4-pack),1,3.69,3.84,2019-04-16 17:10:00,Pune
176661,Wired Headphones,1,11.42,11.99,2019-04-25 20:40:00,Nashik
176662,34in Ultrawide Monitor,1,348.61,379.99,2019-04-05 12:46:00,Delhi
176663,Bose SoundSport Headphones,1,93.45,99.99,2019-04-05 11:48:00,Mumbai
176664,AAA Batteries (4-pack),1,2.82,2.99,2019-04-13 18:59:00,Delhi
176665,ThinkPad Laptop,1,934.57,999.99,2019-04-07 14:15:00,Chennai
176666,Wired Headphones,1,11.64,11.99,2019-04-08 16:50:00,Delhi
176667,27in 4K Gaming Monitor,1,357.79,389.99,2019-04-11 00:39:00,Nashik
176668,AA Batteries (4-pack),1,3.52,3.84,2019-04-15 20:46:00,Pune
176669,27in FHD Monitor,1,142.85,149.99,2019-04-08 12:57:00,Delhi
176670,Apple Airpods Headphones,1,140.19,150.0,2019-04-25 21:23:00,Mumbai
176671,AAA Batteries (4-pack),2,2.82,2.99,2019-04-23 16:31:00,Pune
176672,Lightning Charging Cable,1,13.72,14.95,2019-04-12 11:07:00,Chennai
176672,USB-C Charging Cable,1,10.96,11.95,2019-04-12 11:07:00,Pune
176673,20in Monitor,1,99.99,109.99,2019-04-10 08:17:00,Pune
176674,AAA Batteries (4-pack),3,2.9,2.99,2019-04-20 20:53:00,Mumbai
176675,AAA Batteries (4-pack),1,2.77,2.99,2019-04-02 09:02:00,Delhi
176676,LG Dryer,1,582.52,600.0,2019-04-09 00:35:00,Chennai
176677,34in Ultrawide Monitor,1,345.45,379.99,2019-04-01 11:50:00,Chennai
176678,AA Batteries (4-pack),2,3.59,3.84,2019-04-19 22:12:00,Nashik
176679,Apple Airpods Headphones,1,136.36,150.0,2019-04-16 11:12:00,Chennai
176680,USB-C Charging Cable,1,11.72,11.95,2019-04-13 11:28:00,Nashik
176681,Apple Airpods Headphones,1,144.23,150.0,2019-04-20 10:39:00,Delhi
176681,ThinkPad Laptop,1,961.53,999.99,2019-04-20 10:39:00,Nashik
176682,Lightning Charging Cable,1,14.1,14.95,2019-04-27 06:19:00,Mumbai
176683,AA Batteries (4-pack),1,3.73,3.84,2019-04-03 13:54:00,Delhi
176684,USB-C Charging Cable,1,11.49,11.95,2019-04-17 00:51:00,Chennai
176685,34in Ultrawide Monitor,1,351.84,379.99,2019-04-23 22:53:00,Chennai
176686,Wired Headphones,1,11.64,11.99,2019-04-17 15:17:00,Pune
176687,Macbook Pro Laptop,1,1574.07,1700.0,2019-04-30 10:26:00,Pune
176688,Flatscreen TV,1,288.46,300.0,2019-04-20 18:25:00,Nashik
176689,Bose SoundSport Headphones,1,91.73,99.99,2019-04-24 17:15:00,Delhi
176689,AAA Batteries (4-pack),2,2.93,2.99,2019-04-24 17:15:00,Delhi
176690,20in Monitor,1,107.83,109.99,2019-04-04 18:33:00,Nashik
176691,AAA Batteries (4-pack),1,2.9,2.99,2019-04-12 11:57:00,Pune
176692,Wired Headphones,1,11.42,11.99,2019-04-08 18:21:00,Mumbai
176693,AA Batteries (4-pack),1,3.62,3.84,2019-04-22 09:00:00,Nashik
176694,USB-C Charging Cable,1,11.6,11.95,2019-04-05 20:46:00,Mumbai
176695,AA Batteries (4-pack),2,3.52,3.84,2019-04-12 20:50:00,Mumbai
176696,iPhone,1,648.15,700.0,2019-04-07 12:41:00,Pune
176697,Wired Headphones,1,10.9,11.99,2019-04-20 22:38:00,Chennai
176698,Bose SoundSport Headphones,1,93.45,99.99,2019-04-02 16:15:00,Mumbai
176699,Bose SoundSport Headphones,1,92.58,99.99,2019-04-28 18:04:00,Chennai
176700,34in Ultrawide Monitor,1,348.61,379.99,2019-04-07 23:10:00,Nashik
176701,USB-C Charging Cable,1,11.72,11.95,2019-04-11 13:05:00,Pune
176702,AA Batteries (4-pack),1,3.73,3.84,2019-04-23 19:44:00,Mumbai
176703,20in Monitor,1,102.79,109.99,2019-04-17 10:00:00,Pune
176704,AA Batteries (4-pack),2,3.52,3.84,2019-04-17 10:00:00,Delhi
176705,Lightning Charging Cable,2,14.38,14.95,2019-04-06 09:38:00,Nashik
176706,Lightning Charging Cable,1,14.1,14.95,2019-04-13 13:32:00,Mumbai
176707,Apple Airpods Headphones,1,147.06,150.0,2019-04-13 10:34:00,Nashik
176708,Wired Headphones,1,11.87,11.99,2019-04-28 23:03:00,Chennai
176709,AA Batteries (4-pack),1,3.59,3.84,2019-04-24 14:17:00,Mumbai
176710,20in Monitor,2,103.76,109.99,2019-04-07 10:00:00,Chennai
176711,Flatscreen TV,1,294.12,300.0,2019-04-30 10:58:00,Pune
176712,Google Phone,1,588.24,600.0,2019-04-20 05:21:00,Pune
176713,Wired Headphones,1,11.75,11.99,2019-04-21 10:48:00,Pune
176714,USB-C Charging Cable,1,11.83,11.95,2019-04-26 23:34:00,Mumbai
176715,Apple Airpods Headphones,1,140.19,150.0,2019-04-27 16:43:00,Pune
176716,Wired Headphones,1,11.31,11.99,2019-04-24 14:43:00,Delhi
176717,Apple Airpods Headphones,1,145.63,150.0,2019-04-19 10:34:00,Delhi
176718,Lightning Charging Cable,1,14.1,14.95,2019-04-22 19:14:00,Pune
176719,Flatscreen TV,1,291.26,300.0,2019-04-27 13:07:00,Nashik
176720,Lightning Charging Cable,1,13.59,14.95,2019-04-21 10:35:00,Mumbai
176721,AAA Batteries (4-pack),1,2.9,2.99,2019-04-26 21:08:00,Delhi
176722,27in 4K Gaming Monitor,1,361.1,389.99,2019-04-01 10:57:00,Nashik
176723,27in 4K Gaming Monitor,1,361.1,389.99,2019-04-19 21:31:00,Delhi
176724,Lightning Charging Cable,1,14.8,14.95,2019-04-26 20:59:00,Nashik
176725,AA Batteries (4-pack),2,3.69,3.84,2019-04-15 14:33:00,Delhi
176726,USB-C Charging Cable,1,11.6,11.95,2019-04-13 18:14:00,Delhi
176727,Lightning Charging Cable,1,13.84,14.95,2019-04-14 14:26:00,Chennai
176728,Lightning Charging Cable,1,13.84,14.95,2019-04-21 07:38:00,Chennai
176729,USB-C Charging Cable,1,11.6,11.95,2019-04-24 09:57:00,Mumbai
176730,Bose SoundSport Headphones,1,95.23,99.99,2019-04-17 08:27:00,Chennai
176731,AAA Batteries (4-pack),2,2.77,2.99,2019-04-21 16:17:00,Nashik
176732,iPhone,1,654.21,700.0,2019-04-23 09:33:00,Nashik
176733,20in Monitor,1,101.84,109.99,2019-04-11 13:31:00,Pune
176734,Apple Airpods Headphones,1,147.06,150.0,2019-04-03 22:13:00,Chennai
176735,27in FHD Monitor,1,147.05,149.99,2019-04-16 23:52:00,Pune
176736,AA Batteries (4-pack),1,3.66,3.84,2019-04-17 11:48:00,Delhi
176737,Apple Airpods Headphones,1,137.61,150.0,2019-04-07 01:28:00,Mumbai
176738,AA Batteries (4-pack),1,3.62,3.84,2019-04-03 13:17:00,Mumbai
176739,34in Ultrawide Monitor,1,365.38,379.99,2019-04-05 17:38:00,Mumbai
176739,Google Phone,1,555.56,600.0,2019-04-05 17:38:00,Chennai
176740,Bose SoundSport Headphones,1,97.08,99.99,2019-04-24 15:10:00,Chennai
176741,USB-C Charging Cable,1,11.83,11.95,2019-04-29 18:49:00,Mumbai
176742,Wired Headphones,1,11.42,11.99,2019-04-17 09:54:00,Nashik
176743,27in 4K Gaming Monitor,1,371.42,389.99,2019-04-01 09:17:00,Nashik
176744,Lightning Charging Cable,1,14.1,14.95,2019-04-14 19:59:00,Chennai
176745,Wired Headphones,1,11.0,11.99,2019-04-24 09:23:00,Nashik
176746,27in 4K Gaming Monitor,1,367.92,389.99,2019-04-08 19:04:00,Pune
176747,Macbook Pro Laptop,1,1634.62,1700.0,2019-04-27 15:04:00,Nashik
176748,Flatscreen TV,1,297.03,300.0,2019-04-24 15:28:00,Nashik
176749,ThinkPad Laptop,1,934.57,999.99,2019-04-26 07:55:00,Nashik
176750,AA Batteries (4-pack),1,3.69,3.84,2019-04-13 23:52:00,Pune
176751,AAA Batteries (4-pack),1,2.79,2.99,2019-04-18 13:01:00,Pune
176752,AA Batteries (4-pack),1,3.49,3.84,2019-04-13 23:59:00,Pune
176753,USB-C Charging Cable,1,10.86,11.95,2019-04-01 23:07:00,Delhi
176754,34in Ultrawide Monitor,1,365.38,379.99,2019-04-02 17:07:00,Chennai
176755,27in 4K Gaming Monitor,1,361.1,389.99,2019-04-09 16:21:00,Chennai
176756,27in FHD Monitor,1,137.61,149.99,2019-04-05 17:06:00,Mumbai
176757,AA Batteries (4-pack),1,3.52,3.84,2019-04-11 20:28:00,Delhi
176758,34in Ultrawide Monitor,1,351.84,379.99,2019-04-18 21:26:00,Mumbai
176759,Lightning Charging Cable,1,14.38,14.95,2019-04-06 12:46:00,Mumbai
176760,Wired Headphones,1,11.1,11.99,2019-04-02 20:32:00,Pune
176761,Apple Airpods Headphones,1,136.36,150.0,2019-04-26 20:00:00,Nashik
176762,AA Batteries (4-pack),1,3.59,3.84,2019-04-18 14:06:00,Delhi
176763,USB-C Charging Cable,1,11.17,11.95,2019-04-25 13:36:00,Delhi
176764,Wired Headphones,1,11.53,11.99,2019-04-16 19:52:00,Mumbai
176765,USB-C Charging Cable,1,11.49,11.95,2019-04-14 20:44:00,Pune
176766,AA Batteries (4-pack),2,3.59,3.84,2019-04-21 19:52:00,Chennai
176767,27in 4K Gaming Monitor,1,354.54,389.99,2019-04-09 14:18:00,Pune
176768,Wired Headphones,1,11.53,11.99,2019-04-04 00:03:00,Chennai
176769,AA Batteries (4-pack),1,3.69,3.84,2019-04-29 14:14:00,Mumbai
176770,Wired Headphones,1,11.42,11.99,2019-04-08 17:38:00,Pune
176771,Lightning Charging Cable,1,14.8,14.95,2019-04-24 17:40:00,Mumbai
176772,AA Batteries (4-pack),1,3.66,3.84,2019-04-10 21:48:00,Mumbai
176773,AAA Batteries (4-pack),2,2.96,2.99,2019-04-25 20:07:00,Delhi
176774,Lightning Charging Cable,1,13.72,14.95,2019-04-25 15:06:00,Nashik
176774,USB-C Charging Cable,1,11.38,11.95,2019-04-25 15:06:00,Delhi
176775,USB-C Charging Cable,2,11.49,11.95,2019-04-01 20:56:00,Chennai
176776,Bose SoundSport Headphones,1,98.03,99.99,2019-04-24 23:28:00,Nashik
176777,Apple Airpods Headphones,1,145.63,150.0,2019-04-14 16:53:00,Delhi
176778,34in Ultrawide Monitor,1,345.45,379.99,2019-04-12 17:46:00,Nashik
176779,27in FHD Monitor,1,142.85,149.99,2019-04-04 16:46:00,Nashik
176780,Lightning Charging Cable,1,14.38,14.95,2019-04-18 23:51:00,Delhi
176781,iPhone,1,686.27,700.0,2019-04-03 07:37:00,Mumbai
176781,Lightning Charging Cable,1,14.66,14.95,2019-04-03 07:37:00,Nashik
176782,Apple Airpods Headphones,1,145.63,150.0,2019-04-22 13:42:00,Chennai
176783,Apple Airpods Headphones,1,142.86,150.0,2019-04-05 11:40:00,Delhi
176784,AAA Batteries (4-pack),1,2.74,2.99,2019-04-08 10:14:00,Delhi
176785,Bose SoundSport Headphones,1,90.9,99.99,2019-04-03 15:39:00,Chennai
176786,20in Monitor,1,104.75,109.99,2019-04-06 16:40:00,Nashik
176787,Google Phone,1,560.75,600.0,2019-04-14 10:10:00,Nashik
176788,Bose SoundSport Headphones,1,93.45,99.99,2019-04-15 04:39:00,Chennai
176789,Lightning Charging Cable,1,13.59,14.95,2019-04-21 20:15:00,Pune
176790,AAA Batteries (4-pack),1,2.72,2.99,2019-04-28 12:07:00,Mumbai
176791,Google Phone,1,555.56,600.0,2019-04-21 11:43:00,Pune
176792,27in 4K Gaming Monitor,1,382.34,389.99,2019-04-30 19:29:00,Chennai
176793,Wired Headphones,1,11.53,11.99,2019-04-17 17:09:00,Pune
176794,Lightning Charging Cable,1,14.24,14.95,2019-04-10 21:40:00,Pune
176795,Wired Headphones,1,11.0,11.99,2019-04-13 11:46:00,Mumbai
176796,Bose SoundSport Headphones,1,98.03,99.99,2019-04-07 08:44:00,Chennai
176797,Google Phone,1,594.06,600.0,2019-04-21 08:54:00,Mumbai
176797,Bose SoundSport Headphones,1,93.45,99.99,2019-04-21 08:54:00,Mumbai
176797,Wired Headphones,1,11.75,11.99,2019-04-21 08:54:00,Pune
176798,iPhone,1,666.67,700.0,2019-04-06 10:31:00,Nashik
176799,Wired Headphones,1,11.1,11.99,2019-04-03 14:24:00,Pune
176800,Lightning Charging Cable,1,13.59,14.95,2019-04-09 11:35:00,Chennai
176801,Vareebadd Phone,1,363.64,400.0,2019-04-28 18:52:00,Pune
176802,AA Batteries (4-pack),1,3.52,3.84,2019-04-29 17:33:00,Chennai
176803,AA Batteries (4-pack),1,3.62,3.84,2019-04-01 23:00:00,Mumbai
176804,Bose SoundSport Headphones,1,94.33,99.99,2019-04-21 21:56:00,Chennai
176805,Google Phone,1,582.52,600.0,2019-04-01 15:50:00,Mumbai
176805,USB-C Charging Cable,1,11.06,11.95,2019-04-01 15:50:00,Nashik
176806,Macbook Pro Laptop,1,1650.49,1700.0,2019-04-22 13:26:00,Nashik
176807,USB-C Charging Cable,1,10.86,11.95,2019-04-21 17:13:00,Mumbai
176808,Google Phone,1,566.04,600.0,2019-04-28 18:03:00,Nashik
176808,Wired Headphones,1,11.1,11.99,2019-04-28 18:03:00,Chennai
176809,Bose SoundSport Headphones,2,99.0,99.99,2019-04-19 01:14:00,Pune
176810,AAA Batteries (4-pack),1,2.74,2.99,2019-04-30 14:57:00,Delhi
176811,AA Batteries (4-pack),2,3.76,3.84,2019-04-14 23:02:00,Chennai
176812,Wired Headphones,1,11.21,11.99,2019-04-20 16:40:00,Mumbai
176813,Google Phone,1,566.04,600.0,2019-04-28 18:01:00,Chennai
176813,Wired Headphones,1,11.42,11.99,2019-04-28 18:01:00,Delhi
176814,Lightning Charging Cable,1,13.59,14.95,2019-04-09 12:09:00,Delhi
176815,AAA Batteries (4-pack),1,2.77,2.99,2019-04-04 13:36:00,Mumbai
176816,27in 4K Gaming Monitor,1,378.63,389.99,2019-04-19 20:14:00,Nashik
176817,Lightning Charging Cable,1,13.97,14.95,2019-04-26 20:47:00,Pune
176818,Wired Headphones,1,11.64,11.99,2019-04-09 02:19:00,Delhi
176819,AA Batteries (4-pack),2,3.52,3.84,2019-04-15 05:44:00,Mumbai
176820,USB-C Charging Cable,1,10.96,11.95,2019-04-17 12:10:00,Mumbai
176821,34in Ultrawide Monitor,1,365.38,379.99,2019-04-18 15:08:00,Pune
176822,AAA Batteries (4-pack),1,2.82,2.99,2019-04-22 19:50:00,Nashik
176823,Wired Headphones,1,11.0,11.99,2019-04-06 20:18:00,Mumbai
176824,USB-C Charging Cable,2,10.96,11.95,2019-04-03 13:01:00,Pune
176825,LG Washing Machine,1,550.46,600.0,2019-04-13 22:31:00,Pune
176826,Bose SoundSport Headphones,1,92.58,99.99,2019-04-11 00:15:00,Delhi
176827,AAA Batteries (4-pack),1,2.79,2.99,2019-04-20 13:36:00,Pune
176828,iPhone,1,666.67,700.0,2019-04-07 22:13:00,Delhi
176829,Wired Headphones,1,11.87,11.99,2019-04-30 09:09:00,Pune
176830,Wired Headphones,1,11.64,11.99,2019-04-18 12:02:00,Chennai
176831,USB-C Charging Cable,1,11.17,11.95,2019-04-01 07:39:00,Delhi
176832,Apple Airpods Headphones,1,148.51,150.0,2019-04-19 20:21:00,Delhi
176833,Wired Headphones,1,10.9,11.99,2019-04-21 19:32:00,Nashik
176834,Lightning Charging Cable,1,13.97,14.95,2019-04-15 20:42:00,Nashik
176835,USB-C Charging Cable,1,11.17,11.95,2019-04-23 16:55:00,Mumbai
176836,USB-C Charging Cable,2,10.86,11.95,2019-04-10 14:20:00,Nashik
176837,Lightning Charging Cable,1,14.51,14.95,2019-04-10 12:29:00,Nashik
176838,Lightning Charging Cable,1,13.59,14.95,2019-04-05 18:44:00,Pune
176839,20in Monitor,1,103.76,109.99,2019-04-10 07:19:00,Nashik
176840,USB-C Charging Cable,1,11.27,11.95,2019-04-02 10:08:00,Chennai
176841,AAA Batteries (4-pack),3,2.79,2.99,2019-04-26 22:50:00,Nashik
176842,AA Batteries (4-pack),2,3.59,3.84,2019-04-06 23:16:00,Mumbai
176843,34in Ultrawide Monitor,1,351.84,379.99,2019-04-21 11:22:00,Pune
176844,AA Batteries (4-pack),1,3.73,3.84,2019-04-23 18:48:00,Delhi
176845,USB-C Charging Cable,1,11.49,11.95,2019-04-15 14:26:00,Pune
176846,USB-C Charging Cable,1,10.96,11.95,2019-04-19 09:03:00,Nashik
176847,AA Batteries (4-pack),3,3.59,3.84,2019-04-03 16:00:00,Pune
176848,27in FHD Monitor,1,142.85,149.99,2019-04-28 18:09:00,Pune
176849,34in Ultrawide Monitor,1,351.84,379.99,2019-04-22 10:59:00,Mumbai
176850,AA Batteries (4-pack),1,3.66,3.84,2019-04-03 12:40:00,Delhi
176851,AA Batteries (4-pack),1,3.66,3.84,2019-04-09 22:58:00,Pune
176852,AA Batteries (4-pack),1,3.8,3.84,2019-04-09 13:58:00,Pune
176853,AA Batteries (4-pack),1,3.56,3.84,2019-04-24 11:41:00,Mumbai
176854,AA Batteries (4-pack),1,3.49,3.84,2019-04-11 22:05:00,Delhi
176855,Wired Headphones,1,11.0,11.99,2019-04-21 16:42:00,Mumbai
176856,Lightning Charging Cable,1,14.66,14.95,2019-04-13 10:59:00,Delhi
176857,Bose SoundSport Headphones,1,91.73,99.99,2019-04-30 07:18:00,Chennai
176858,AAA Batteries (4-pack),1,2.79,2.99,2019-04-16 13:25:00,Mumbai
176859,AA Batteries (4-pack),1,3.69,3.84,2019-04-15 10:53:00,Delhi
176860,USB-C Charging Cable,1,11.06,11.95,2019-04-04 11:00:00,Mumbai
176861,Bose SoundSport Headphones,1,96.14,99.99,2019-04-14 13:01:00,Chennai
176862,AAA Batteries (4-pack),1,2.74,2.99,2019-04-29 11:37:00,Delhi
176863,27in FHD Monitor,1,136.35,149.99,2019-04-19 17:18:00,Pune
176864,AAA Batteries (4-pack),2,2.93,2.99,2019-04-02 15:47:00,Mumbai
176865,AA Batteries (4-pack),1,3.66,3.84,2019-04-18 14:28:00,Delhi
176866,ThinkPad Laptop,1,934.57,999.99,2019-04-02 11:42:00,Chennai
176867,AAA Batteries (4-pack),1,2.96,2.99,2019-04-25 21:00:00,Nashik
176868,20in Monitor,1,107.83,109.99,2019-04-05 07:37:00,Delhi
176869,Apple Airpods Headphones,1,138.89,150.0,2019-04-23 18:33:00,Pune
176870,AAA Batteries (4-pack),3,2.79,2.99,2019-04-05 18:38:00,Mumbai
176871,AA Batteries (4-pack),1,3.8,3.84,2019-04-29 20:02:00,Delhi
176872,AA Batteries (4-pack),1,3.56,3.84,2019-04-15 12:17:00,Pune
176873,AA Batteries (4-pack),1,3.69,3.84,2019-04-06 05:26:00,Pune
176874,AAA Batteries (4-pack),1,2.9,2.99,2019-04-15 11:04:00,Nashik
176875,27in 4K Gaming Monitor,1,357.79,389.99,2019-04-23 19:26:00,Delhi
